order_id,date,region,channel,category,quantity,unit_price,discount_rate,customer_grade
534,2025-05-15,W,W,ST,2,18200,0,V
535,2025-05-12,C,W,TY,1,30700,0,N
536,2025-06-05,E,A,ST,2,13500,0.2,V
537,2025-06-03,S,A,GD,1,40500,0.1,N
538,2025-06-22,E,W,BK,1,20500,0.1,R
539,2025-06-27,C,S,ST,4,17800,0,N
540,2025-05-11,N,S,GD,1,34500,0,N
541,2025-03-05,N,S,GD,3,53800,0.15,R
542,2025-06-24,S,A,ST,4,10400,0.1,N
543,2025-05-02,N,W,TY,1,28200,0,N
544,2025-06-10,C,S,ST,1,11100,0.05,V
545,2025-03-28,S,W,BK,1,17700,0,R
546,2025-01-12,S,W,GD,2,42100,0,R
547,2025-03-24,N,W,ST,1,15400,0.05,R
548,2025-03-14,N,W,GD,2,34400,0,N
549,2025-05-12,S,W,TY,1,25800,0.15,R
550,2025-02-07,E,W,GD,1,44000,0.05,N
551,2025-02-25,S,S,BK,1,22400,0.05,N
552,2025-02-08,N,W,GD,1,44100,0.05,R
553,2025-04-10,C,A,GD,3,38800,0,N
554,2025-03-21,E,W,ST,4,12800,0.1,R
555,2025-04-19,W,W,ST,3,14800,0,R
556,2025-01-17,C,W,ST,3,12400,0,R
557,2025-01-08,E,W,BK,1,20900,0,N
558,2025-04-24,N,A,FD,2,9000,0.1,N
559,2025-05-17,N,W,FD,4,10500,0.05,V
560,2025-03-23,S,W,TY,2,24300,0.05,R
561,2025-01-25,W,A,ST,1,10200,0.15,R
562,2025-05-02,N,W,TY,2,24700,0.15,N
563,2025-04-23,C,W,BK,1,15700,0.05,N
564,2025-03-14,N,W,FD,1,8700,0.2,V
565,2025-02-17,W,W,ST,1,9200,0.1,V
566,2025-01-07,E,S,ST,2,12200,0.15,N
567,2025-02-16,C,W,BK,3,22400,0,N
568,2025-06-08,C,A,GD,3,50600,0,N
569,2025-06-02,C,W,GD,3,45700,0.2,R
570,2025-01-11,C,A,BK,3,24100,0.15,N
571,2025-01-13,S,W,TY,1,28800,0,N
572,2025-02-07,N,A,GD,4,38600,0,V
573,2025-06-12,N,W,FD,3,8700,0.05,N
574,2025-06-14,N,W,GD,3,35700,0,R
575,2025-05-05,N,A,ST,1,12300,0.05,R
576,2025-05-05,C,W,FD,1,7900,0,R
577,2025-03-18,N,A,BK,3,17800,0,N
578,2025-05-17,C,A,ST,4,15100,0.15,R
579,2025-05-04,C,S,TY,4,22600,0.05,N
580,2025-01-03,S,W,ST,1,13300,0,V
581,2025-04-20,C,A,GD,3,35000,0,N
582,2025-05-16,C,A,BK,1,16800,0.2,N
583,2025-03-14,E,W,FD,1,10100,0,N
584,2025-04-22,C,A,GD,1,40400,0,R
585,2025-01-20,N,A,BK,2,23400,0.1,R
586,2025-03-01,N,S,GD,2,47100,0.2,N
587,2025-06-18,S,S,ST,1,10400,0.05,R
588,2025-03-08,C,S,ST,1,12500,0.05,N
589,2025-05-20,E,S,ST,1,11800,0,N
590,2025-03-01,E,W,ST,1,11900,0,R
591,2025-06-21,N,S,TY,1,32000,0,R
592,2025-04-16,E,W,FD,2,13200,0.05,R
593,2025-01-05,N,S,BK,3,21900,0,R
594,2025-06-13,W,W,ST,1,12900,0,N
595,2025-05-23,C,W,FD,1,8700,0.1,N
596,2025-04-28,C,A,BK,5,15300,0.05,V
597,2025-06-04,S,W,GD,4,38700,0.05,R
598,2025-05-02,C,S,BK,1,11500,0.05,N
599,2025-06-01,C,A,GD,1,34700,0,V
600,2025-02-04,N,A,ST,3,18700,0.1,N
601,2025-05-27,C,A,TY,2,25400,0,N
602,2025-02-06,W,S,TY,3,22600,0.15,N
603,2025-02-03,C,A,BK,3,19400,0.05,V
604,2025-06-26,E,S,BK,3,17500,0,R
605,2025-02-15,S,A,FD,4,7400,0,N
606,2025-02-26,S,A,BK,1,10500,0,N
607,2025-01-27,E,W,ST,3,9900,0.05,R
608,2025-04-08,W,A,TY,1,29300,0,R
609,2025-01-05,N,W,BK,5,19100,0,R
610,2025-06-20,N,A,ST,2,9600,0,N
611,2025-06-10,E,W,FD,1,9900,0.05,R
612,2025-03-23,W,S,FD,1,9400,0.15,R
613,2025-05-09,S,W,ST,1,11000,0,N
614,2025-02-15,W,S,ST,1,13100,0,N
615,2025-06-02,S,S,ST,2,8500,0,R
616,2025-05-02,S,W,BK,1,18500,0.05,N
617,2025-05-09,C,W,TY,1,21200,0.05,N
618,2025-01-02,C,W,BK,2,18100,0.2,R
619,2025-06-02,N,W,GD,1,31800,0,R
620,2025-02-22,N,A,ST,2,15300,0,V
621,2025-02-07,C,S,BK,2,17700,0.05,N
622,2025-03-23,N,W,FD,5,8700,0.1,N
623,2025-02-23,N,S,ST,2,11000,0,R
624,2025-01-13,N,S,ST,3,13000,0.15,N
625,2025-04-04,N,W,BK,1,17700,0.1,N
626,2025-05-07,W,S,ST,2,16400,0.1,R
627,2025-04-07,C,A,FD,3,9200,0.05,N
628,2025-06-03,C,W,FD,1,9100,0,N
629,2025-03-25,N,W,GD,4,56400,0.1,V
630,2025-02-10,E,W,GD,3,26500,0.05,N
631,2025-01-28,S,W,TY,1,25800,0.2,N
632,2025-02-10,W,A,FD,3,8000,0,V
633,2025-01-22,E,W,BK,1,19200,0,R
634,2025-05-19,N,W,BK,1,19600,0.1,V
635,2025-04-23,W,A,GD,1,41300,0.15,N
636,2025-05-14,S,S,GD,1,47500,0.1,N
637,2025-01-21,E,W,GD,1,37900,0.05,N
638,2025-02-15,S,A,ST,1,12500,0,N
639,2025-03-09,W,A,ST,1,15800,0,R
640,2025-01-13,N,A,ST,3,17500,0.05,R
641,2025-04-19,W,W,ST,1,16500,0.05,N
642,2025-01-19,E,A,GD,1,42700,0.1,R
643,2025-05-19,N,A,ST,2,15500,0.05,V
644,2025-06-05,S,A,ST,1,11900,0,N
645,2025-02-24,C,A,ST,2,14100,0.05,N
646,2025-04-26,E,A,TY,3,26200,0,N
647,2025-04-03,E,A,BK,3,15900,0,N
648,2025-03-04,N,A,BK,3,15400,0,V
649,2025-05-19,W,W,GD,2,43100,0.05,R
650,2025-06-23,S,A,GD,4,50600,0,N
651,2025-04-22,C,W,ST,4,17300,0.05,N
652,2025-06-12,N,A,TY,1,29000,0,N
653,2025-02-07,S,W,BK,2,16800,0,N
654,2025-01-08,E,S,TY,1,24200,0.1,N
655,2025-06-22,E,S,FD,3,6500,0.15,R
656,2025-04-19,S,W,FD,1,8200,0,R
657,2025-03-27,W,S,FD,1,9400,0,R
658,2025-02-28,W,W,FD,1,10100,0,N
659,2025-01-06,N,S,ST,3,14500,0,N
660,2025-03-11,C,A,ST,1,15400,0,R
661,2025-04-15,C,W,GD,1,34800,0,R
662,2025-06-11,S,A,FD,3,7200,0,N
663,2025-04-25,N,W,ST,2,18900,0,N
664,2025-05-27,W,A,BK,2,19500,0.1,N
665,2025-03-05,C,A,TY,2,29400,0.05,N
666,2025-06-11,C,A,FD,1,6100,0,N
667,2025-04-01,S,A,FD,1,8600,0,R
668,2025-01-21,C,W,GD,1,48600,0,R
669,2025-06-17,N,S,ST,1,14200,0.1,V
670,2025-01-19,N,W,ST,2,13300,0.05,R
671,2025-01-06,W,A,TY,2,23000,0.05,N
672,2025-06-25,E,W,BK,1,19700,0,V
673,2025-05-02,C,A,ST,4,14400,0.15,V
674,2025-04-16,N,W,ST,3,9800,0.05,V
675,2025-03-03,C,A,FD,1,10800,0.1,N
676,2025-04-24,W,W,GD,1,45200,0.2,V
677,2025-06-02,C,W,GD,1,46900,0,N
678,2025-03-08,E,A,BK,1,16100,0.05,V
679,2025-02-19,S,W,FD,2,8700,0,R
680,2025-01-02,C,A,GD,1,42700,0.1,N
681,2025-06-11,C,A,FD,2,10500,0.05,N
682,2025-02-15,S,S,GD,2,46500,0.05,N
683,2025-06-01,C,A,FD,3,11900,0,N
684,2025-02-11,S,W,FD,4,6800,0.15,N
685,2025-03-28,S,A,GD,3,42800,0.1,N
686,2025-04-10,S,S,TY,2,26200,0.15,N
687,2025-03-22,S,A,BK,2,17200,0,R
688,2025-01-12,C,A,FD,2,9800,0.05,R
689,2025-05-19,E,A,GD,1,30600,0.05,N
690,2025-03-18,C,A,GD,2,36900,0,R
691,2025-04-20,C,A,GD,1,57600,0,R
692,2025-06-08,W,W,FD,1,7200,0.1,V
693,2025-01-14,N,S,GD,2,52400,0,R
694,2025-02-16,E,S,TY,2,27800,0.05,R
695,2025-04-24,S,A,FD,2,7700,0.05,R
696,2025-03-03,C,W,BK,1,13200,0.05,N
697,2025-03-25,E,W,FD,2,9600,0.05,R
698,2025-03-04,N,W,BK,5,13000,0,N
699,2025-03-16,S,A,ST,1,12900,0,N
700,2025-01-14,N,A,ST,2,17000,0,V
701,2025-05-12,C,W,FD,2,7600,0,N
702,2025-03-06,N,A,BK,4,17300,0,N
703,2025-01-06,N,A,ST,3,13000,0,V
704,2025-04-28,E,W,FD,3,7800,0,R
705,2025-04-13,W,A,TY,1,32200,0.05,R
706,2025-06-27,C,W,TY,2,26700,0,R
707,2025-03-03,S,W,BK,1,17800,0.05,R
708,2025-05-24,C,A,GD,2,46700,0,N
709,2025-04-28,N,W,BK,3,15600,0,N
710,2025-05-18,N,A,ST,1,16600,0.05,N
711,2025-04-16,W,W,FD,1,10400,0.2,R
712,2025-04-08,S,W,GD,2,33300,0,N
713,2025-03-23,S,A,BK,1,13100,0.15,N
714,2025-04-17,C,A,BK,2,20100,0,R
715,2025-05-28,S,A,ST,5,15800,0,R
716,2025-04-04,C,A,ST,1,12300,0.1,N
717,2025-01-16,E,S,FD,1,7500,0.05,V
718,2025-02-04,C,A,BK,1,22900,0.05,R
719,2025-05-18,N,A,TY,2,27800,0.2,R
720,2025-04-13,N,S,ST,2,14600,0,N
721,2025-03-16,S,W,TY,1,18400,0.2,R
722,2025-06-20,N,A,BK,1,25000,0,N
723,2025-06-17,N,W,FD,2,8800,0.15,N
724,2025-01-06,S,W,TY,1,28000,0.05,N
725,2025-06-25,W,W,BK,2,22800,0,N
726,2025-06-12,E,A,FD,1,11000,0,R
727,2025-03-26,N,A,BK,1,18000,0,V
728,2025-05-27,S,A,TY,2,27000,0.1,R
729,2025-02-12,C,A,FD,1,11700,0.1,N
730,2025-05-15,C,A,GD,1,48800,0.1,N
731,2025-04-23,C,S,ST,3,11500,0.05,V
732,2025-04-12,E,S,GD,2,50100,0,V
733,2025-06-13,N,W,GD,3,54900,0.05,V
734,2025-02-16,S,W,TY,4,29800,0,N
735,2025-04-10,S,A,ST,1,15700,0.05,R
736,2025-01-18,N,W,BK,1,12800,0.05,R
737,2025-04-07,S,W,ST,4,17200,0.1,V
738,2025-01-17,W,A,TY,1,25600,0,N
739,2025-06-10,N,S,TY,3,30100,0.15,R
740,2025-06-24,C,S,GD,1,45800,0.2,R
741,2025-02-24,S,A,GD,1,40300,0.1,N
742,2025-05-03,E,A,FD,4,8900,0,N
743,2025-02-18,S,A,BK,1,17600,0.1,V
744,2025-01-28,C,A,ST,1,11200,0,N
745,2025-06-17,S,A,FD,1,7500,0,R
746,2025-04-27,E,W,ST,2,15700,0,N
747,2025-03-01,C,S,TY,2,28700,0.1,R
748,2025-04-19,S,W,FD,2,11600,0.1,N
749,2025-04-06,S,W,GD,3,33300,0,N
750,2025-06-27,E,W,ST,1,13900,0.05,N
751,2025-05-21,C,A,TY,3,24800,0,R
752,2025-02-16,S,W,FD,2,8200,0.1,R
753,2025-04-26,E,W,FD,1,10400,0.05,R
754,2025-05-01,S,A,ST,1,13600,0.1,N
755,2025-03-19,N,W,BK,1,17200,0,N
756,2025-03-25,S,W,GD,2,53300,0.05,R
757,2025-05-16,C,A,TY,4,22600,0.1,N
758,2025-03-03,N,W,BK,2,13500,0.2,N
759,2025-02-17,E,W,GD,2,41700,0.05,R
760,2025-04-11,C,W,GD,1,35100,0,R
761,2025-04-06,C,W,TY,3,24600,0.1,V
762,2025-01-04,N,S,BK,2,22700,0,R
763,2025-04-15,C,W,GD,2,40700,0.05,R
764,2025-03-24,C,W,ST,1,16600,0.1,N
765,2025-05-09,E,W,BK,5,16500,0.2,N
766,2025-01-17,E,W,ST,1,13900,0.05,R
767,2025-04-13,N,W,BK,1,11900,0.2,R
768,2025-04-28,C,S,BK,1,16700,0.1,R
769,2025-06-23,N,A,ST,4,15400,0.2,R
770,2025-06-26,W,A,BK,1,13400,0,N
771,2025-05-18,N,S,ST,2,19900,0.05,N
772,2025-03-01,N,A,BK,1,17500,0,V
773,2025-06-09,C,S,BK,4,20600,0.1,R
774,2025-06-27,C,W,BK,2,15600,0,R
775,2025-04-01,E,S,GD,2,36700,0.15,R
776,2025-04-22,C,S,FD,3,10000,0.05,N
777,2025-01-05,E,W,FD,2,9300,0.05,R
778,2025-04-17,E,S,FD,2,8900,0,R
779,2025-03-06,S,A,FD,4,10200,0,N
780,2025-05-02,S,A,FD,1,8300,0.05,N
781,2025-01-06,N,W,BK,3,7600,0.2,N
782,2025-02-06,N,A,GD,2,38700,0,R
783,2025-06-19,E,A,FD,1,6900,0,R
784,2025-04-28,S,W,TY,1,20800,0,R
785,2025-01-09,C,W,BK,2,20000,0,N
786,2025-06-15,N,W,GD,1,35700,0,R
787,2025-06-23,N,W,GD,3,38400,0.15,N
788,2025-05-16,N,W,FD,1,7300,0,N
789,2025-02-22,E,W,ST,1,12600,0,N
790,2025-06-14,E,W,BK,1,17200,0,R
791,2025-01-14,E,W,GD,1,48000,0,N
792,2025-01-22,E,W,FD,1,9800,0.05,V
793,2025-03-10,S,W,BK,5,19600,0,N
794,2025-04-27,S,A,BK,2,20000,0.05,N
795,2025-06-16,S,A,FD,1,10600,0,R
796,2025-02-08,S,A,BK,1,21400,0,R
797,2025-06-14,N,W,GD,5,44200,0,R
798,2025-02-17,C,W,FD,1,9200,0.15,N
799,2025-05-02,C,W,FD,2,11100,0,N
800,2025-03-09,C,S,FD,1,7100,0.05,N
801,2025-03-04,C,W,ST,1,11700,0,R
802,2025-03-08,E,A,BK,1,20800,0.05,N
803,2025-04-11,S,W,FD,2,10400,0,N
804,2025-06-18,N,S,TY,1,31700,0,R
805,2025-05-20,W,S,ST,1,21500,0,N
806,2025-05-10,W,S,GD,2,29300,0.1,N
807,2025-01-15,C,W,BK,4,13700,0.1,N
808,2025-01-17,E,S,GD,2,41100,0.05,N
809,2025-01-18,E,A,ST,3,16600,0.1,R
810,2025-04-12,W,A,GD,1,37900,0,N
811,2025-04-26,C,A,ST,1,16100,0.15,N
812,2025-03-18,E,S,FD,1,7600,0,N
813,2025-02-14,W,A,BK,1,17000,0.1,N
814,2025-03-14,S,W,TY,1,20400,0.1,R
815,2025-03-02,S,A,BK,2,20200,0.2,N
816,2025-03-08,W,A,FD,1,10100,0.15,N
817,2025-04-28,W,W,BK,2,17900,0.1,N
818,2025-01-22,N,W,BK,1,20100,0,R
819,2025-01-21,E,W,TY,1,26700,0,V
820,2025-06-14,W,W,ST,1,16200,0.05,V
821,2025-03-15,S,S,GD,1,38800,0.15,N
822,2025-04-11,S,A,FD,1,8800,0.1,R
823,2025-04-19,N,A,TY,1,26500,0,N
824,2025-01-09,C,W,TY,1,31200,0,N
825,2025-04-24,E,A,TY,2,18200,0,V
826,2025-03-04,W,W,GD,1,39300,0.2,V
827,2025-02-26,N,A,GD,2,49600,0,N
828,2025-06-15,N,A,ST,4,12500,0,N
829,2025-03-16,W,W,BK,3,13600,0.05,R
830,2025-04-27,W,S,ST,1,15200,0.15,N
831,2025-04-16,S,S,BK,1,19700,0,R
832,2025-02-02,S,W,ST,1,14300,0.05,R
833,2025-05-11,C,W,FD,4,9300,0.1,N
834,2025-05-10,S,A,ST,2,14900,0.05,V
835,2025-06-28,C,A,ST,1,14200,0,N
836,2025-05-14,W,W,BK,1,16900,0.1,N
837,2025-06-02,S,W,GD,1,51200,0.05,V
838,2025-02-13,C,S,TY,4,24000,0.2,R
839,2025-03-25,C,W,TY,4,25700,0.15,N
840,2025-03-11,N,W,FD,2,8800,0.05,R
841,2025-03-05,N,W,GD,1,48400,0,R
842,2025-01-12,E,S,FD,1,8600,0.05,R
843,2025-01-14,N,A,ST,3,14600,0.05,N
844,2025-02-24,E,W,GD,1,45400,0.1,R
845,2025-03-22,S,W,BK,1,21600,0,N
846,2025-03-06,N,W,TY,2,30500,0,R
847,2025-04-24,N,W,ST,1,13200,0.2,R
848,2025-04-17,S,W,TY,3,15800,0,N
849,2025-04-01,C,A,ST,5,13900,0.15,V
850,2025-06-03,W,A,BK,1,20000,0.2,N
851,2025-04-17,N,A,ST,1,15200,0,R
852,2025-01-14,E,W,TY,1,33400,0.05,N
853,2025-06-09,S,S,GD,2,39500,0,N
854,2025-01-09,C,A,FD,4,10300,0.1,N
855,2025-03-25,N,W,BK,1,24400,0,N
856,2025-01-27,S,W,ST,1,13200,0,R
857,2025-02-26,C,A,GD,1,36000,0,R
858,2025-01-26,E,W,ST,3,13700,0.15,N
859,2025-06-23,C,S,BK,3,19700,0.05,N
860,2025-03-13,C,W,BK,3,14200,0,R
861,2025-03-12,N,W,ST,3,15800,0.1,R
862,2025-01-26,E,A,ST,2,11600,0.1,N
863,2025-02-19,N,W,TY,1,14200,0,N
864,2025-04-02,W,A,TY,4,21900,0.05,N
865,2025-02-27,W,W,ST,2,15500,0.05,V
866,2025-06-13,W,W,BK,2,16900,0.15,R
867,2025-01-01,W,A,ST,1,12900,0.05,N
868,2025-03-13,N,W,TY,2,24900,0,V
869,2025-01-10,W,A,FD,2,9300,0.1,N
870,2025-06-03,C,A,BK,1,15300,0.15,N
871,2025-05-16,S,W,FD,4,10000,0.05,N
872,2025-01-25,C,W,GD,4,41900,0,V
873,2025-02-02,S,W,BK,2,23400,0.1,R
874,2025-02-13,C,A,BK,1,20600,0.1,N
875,2025-06-02,N,S,GD,3,37000,0.15,R
876,2025-04-19,E,A,TY,1,25500,0.1,V
877,2025-05-24,S,A,TY,1,24900,0,V
878,2025-03-18,W,W,GD,3,42500,0,N
879,2025-02-19,S,W,GD,1,48800,0.15,N
880,2025-02-18,N,W,FD,1,8900,0.1,N
881,2025-04-23,E,W,FD,3,9400,0,R
882,2025-03-28,E,W,GD,1,31600,0,R
883,2025-02-26,C,W,TY,5,21500,0,R
884,2025-03-17,N,S,TY,3,28500,0.05,N
885,2025-01-09,C,W,TY,2,26100,0.15,R
886,2025-05-25,S,A,GD,3,47200,0.05,V
887,2025-02-27,N,W,FD,1,7400,0.1,R
888,2025-01-27,E,W,FD,2,8600,0,R
889,2025-01-12,E,W,FD,3,7100,0.1,V
890,2025-01-26,E,S,GD,2,31500,0,R
891,2025-05-27,S,W,TY,1,25500,0.05,R
892,2025-05-23,W,W,BK,4,17100,0.05,N
893,2025-06-09,E,W,ST,1,14500,0,N
894,2025-01-15,S,W,FD,2,6900,0,N
895,2025-04-12,S,A,TY,2,31300,0.1,R
896,2025-02-21,N,S,FD,2,7900,0.15,R
897,2025-01-22,S,S,FD,2,7300,0.2,R
898,2025-03-02,S,A,FD,3,10300,0.05,V
899,2025-02-12,C,W,BK,2,17700,0,V
900,2025-02-27,E,W,FD,1,8400,0.05,R
901,2025-04-06,E,W,ST,3,14800,0.05,N
902,2025-03-19,S,A,FD,1,7600,0.05,N
903,2025-05-27,N,W,TY,2,30300,0,R
904,2025-05-21,N,W,GD,1,45500,0.1,R
905,2025-05-10,E,W,TY,3,24500,0.1,V
906,2025-03-20,C,W,FD,2,9400,0.05,V
907,2025-01-24,S,W,FD,1,8900,0.05,N
908,2025-06-19,N,S,BK,1,16900,0.1,N
909,2025-01-03,S,S,TY,1,33400,0.2,N
910,2025-04-28,W,W,FD,1,8800,0,N
911,2025-02-26,W,W,FD,1,7000,0.05,R
912,2025-05-23,S,W,GD,1,56800,0,V
913,2025-01-01,N,S,FD,1,10400,0.05,N
914,2025-01-18,W,S,GD,2,44200,0.1,R
915,2025-03-02,E,W,GD,4,58700,0,N
916,2025-05-28,N,W,FD,1,11600,0.15,V
917,2025-05-12,E,A,BK,1,17200,0.1,R
918,2025-03-07,N,A,BK,2,18700,0,N
919,2025-04-04,W,S,FD,2,11900,0.1,R
920,2025-04-21,N,A,BK,1,22100,0,N
921,2025-01-08,W,A,BK,1,19200,0.1,R
922,2025-03-18,W,S,ST,2,11200,0,N
923,2025-05-03,W,A,TY,1,24300,0.05,N
924,2025-02-26,E,S,BK,1,16300,0.05,R
925,2025-02-24,N,W,BK,3,13300,0,N
926,2025-01-12,W,S,GD,3,46300,0,R
927,2025-03-13,C,S,ST,3,14100,0,R
928,2025-01-09,E,A,GD,1,48000,0.05,R
929,2025-01-25,N,W,ST,3,13100,0.1,N
930,2025-04-27,W,W,GD,4,47900,0,N
931,2025-01-27,C,S,GD,2,37300,0,N
932,2025-01-05,W,W,TY,2,38800,0,V
933,2025-01-10,N,A,FD,1,10600,0.05,R
934,2025-04-13,N,A,BK,3,16400,0,R
935,2025-01-06,E,W,ST,2,13000,0,V
936,2025-04-26,W,A,BK,5,16400,0.05,N
937,2025-06-13,W,A,FD,2,7000,0.05,R
938,2025-05-15,N,S,FD,1,9300,0.1,R
939,2025-02-15,W,S,FD,4,10500,0,N
940,2025-04-05,S,W,FD,3,8100,0.1,N
941,2025-04-04,C,A,BK,2,15800,0.05,N
942,2025-06-07,S,A,BK,1,16900,0,N
943,2025-02-20,W,A,TY,4,22600,0,N
944,2025-01-16,S,W,BK,1,15300,0,R
945,2025-04-22,E,S,BK,4,13300,0,N
946,2025-06-13,C,A,ST,1,10700,0.1,V
947,2025-05-20,W,W,FD,2,9800,0,N
948,2025-03-11,W,A,GD,2,50300,0.15,V
949,2025-03-12,W,W,BK,2,22000,0.05,N
950,2025-02-26,N,A,FD,2,10400,0,R
951,2025-03-24,N,W,ST,1,15500,0.05,N
952,2025-05-09,S,A,FD,1,8100,0.15,N
953,2025-04-22,S,S,FD,2,11700,0,N
954,2025-04-19,S,W,FD,1,10000,0.05,R
955,2025-02-18,E,A,GD,2,36300,0.1,N
956,2025-05-15,N,W,GD,2,42100,0.15,R
957,2025-02-11,S,S,FD,2,8900,0,R
958,2025-01-25,N,S,BK,4,15100,0,R
959,2025-06-21,W,W,GD,2,37400,0,V
960,2025-03-09,W,W,GD,1,48900,0.05,R
961,2025-01-03,E,S,GD,3,49600,0.05,N
962,2025-06-23,S,S,ST,1,13800,0,R
963,2025-02-05,S,S,FD,2,7000,0,N
964,2025-01-05,E,S,FD,3,8000,0.05,R
965,2025-02-01,N,S,FD,1,7200,0,R
966,2025-03-22,W,A,GD,2,35900,0.05,R
967,2025-04-09,W,W,FD,4,8500,0.1,R
968,2025-05-22,E,A,TY,1,29400,0.05,N
969,2025-02-08,N,A,FD,3,8800,0.2,N
970,2025-06-22,S,A,TY,4,30300,0.15,R
971,2025-03-20,W,W,BK,2,15700,0.05,N
972,2025-03-18,S,W,GD,1,41200,0.1,N
973,2025-04-05,W,S,FD,3,7900,0,R
974,2025-04-21,C,A,BK,1,16900,0.1,N
975,2025-02-08,S,A,GD,2,40600,0,N
976,2025-02-11,E,A,GD,2,35600,0,N
977,2025-06-04,N,W,BK,1,20200,0,N
978,2025-06-19,W,S,FD,2,9600,0,R
979,2025-04-03,W,W,GD,1,36600,0,R
980,2025-03-23,C,W,TY,1,22600,0,R
981,2025-06-12,N,S,TY,2,26300,0.05,R
982,2025-01-19,N,A,BK,2,22700,0,N
983,2025-06-28,E,S,BK,1,16500,0.05,N
984,2025-05-18,C,A,BK,2,22600,0.05,V
985,2025-04-18,N,W,BK,1,19800,0,N
986,2025-04-02,N,W,TY,4,27200,0.05,N
987,2025-02-17,C,W,ST,2,15900,0.05,V
988,2025-03-22,E,W,FD,1,9400,0,R
989,2025-05-13,N,A,GD,1,45900,0,N
990,2025-05-17,E,W,BK,1,19100,0.05,R
991,2025-02-07,S,A,BK,4,16600,0,V
992,2025-05-07,S,A,ST,2,16700,0,N
993,2025-05-17,W,A,GD,4,54000,0,R
994,2025-02-07,S,W,FD,1,9400,0.15,N
995,2025-04-04,C,S,TY,2,18300,0,N
996,2025-05-25,N,W,ST,2,17100,0,R
997,2025-04-11,E,A,BK,2,17500,0,N
998,2025-02-23,N,A,BK,1,17100,0.05,V
999,2025-01-22,C,W,BK,2,19500,0,R
1000,2025-06-25,S,W,BK,1,19500,0.05,R
