roll_num,die1,die2,total
1664,6,2,8
1665,3,4,7
1666,3,1,4
1667,2,3,5
1668,4,6,10
1669,5,1,6
1670,1,3,4
1671,5,6,11
1672,2,4,6
1673,3,1,4
1674,6,1,7
1675,3,6,9
1676,1,1,2
1677,2,5,7
1678,5,3,8
1679,5,2,7
1680,5,3,8
1681,4,5,9
1682,3,4,7
1683,3,4,7
1684,5,4,9
1685,5,1,6
1686,6,5,11
1687,6,1,7
1688,2,6,8
1689,2,4,6
1690,6,2,8
1691,6,3,9
1692,4,1,5
1693,3,2,5
1694,4,1,5
1695,3,6,9
1696,4,1,5
1697,1,2,3
1698,1,6,7
1699,4,1,5
1700,5,1,6
1701,3,5,8
1702,1,4,5
1703,1,1,2
1704,4,4,8
1705,4,6,10
1706,1,5,6
1707,2,6,8
1708,4,4,8
1709,4,4,8
1710,4,2,6
1711,6,2,8
1712,6,4,10
1713,4,5,9
1714,4,3,7
1715,1,5,6
1716,6,4,10
1717,3,3,6
1718,5,3,8
1719,1,1,2
1720,6,5,11
1721,3,5,8
1722,2,4,6
1723,5,3,8
1724,5,6,11
1725,2,5,7
1726,1,1,2
1727,4,4,8
1728,3,2,5
1729,2,2,4
1730,1,5,6
1731,1,2,3
1732,6,4,10
1733,1,5,6
1734,6,3,9
1735,2,4,6
1736,4,1,5
1737,3,1,4
1738,1,3,4
1739,2,6,8
1740,6,3,9
1741,5,1,6
1742,2,5,7
1743,5,1,6
1744,1,2,3
1745,6,5,11
1746,4,5,9
1747,6,4,10
1748,3,6,9
1749,2,5,7
1750,1,2,3
1751,2,6,8
1752,3,4,7
1753,5,3,8
1754,1,5,6
1755,2,1,3
1756,4,5,9
1757,3,2,5
1758,2,4,6
1759,6,1,7
1760,2,4,6
1761,1,5,6
1762,4,3,7
1763,6,1,7
1764,2,4,6
1765,2,4,6
1766,5,5,10
1767,5,1,6
1768,2,5,7
1769,4,4,8
1770,1,2,3
1771,1,5,6
1772,5,1,6
1773,5,1,6
1774,4,5,9
1775,4,6,10
1776,6,6,12
1777,3,1,4
1778,6,5,11
1779,1,6,7
1780,2,5,7
1781,2,5,7
1782,3,3,6
1783,4,1,5
1784,2,6,8
1785,1,5,6
1786,4,4,8
1787,6,6,12
1788,3,5,8
1789,6,4,10
1790,2,3,5
1791,5,2,7
1792,6,3,9
1793,2,6,8
1794,5,6,11
1795,3,1,4
1796,5,3,8
1797,6,1,7
1798,5,4,9
1799,1,6,7
1800,1,2,3
1801,1,4,5
1802,3,4,7
1803,1,5,6
1804,6,5,11
1805,6,3,9
1806,1,4,5
1807,5,4,9
1808,5,6,11
1809,5,1,6
1810,1,4,5
1811,4,2,6
1812,6,2,8
1813,4,5,9
1814,4,6,10
1815,1,3,4
1816,5,4,9
1817,6,5,11
1818,6,4,10
1819,3,3,6
1820,5,4,9
1821,5,4,9
1822,6,4,10
1823,4,2,6
1824,4,2,6
1825,1,5,6
1826,6,4,10
1827,6,4,10
1828,6,3,9
1829,4,5,9
1830,3,3,6
1831,5,6,11
1832,6,5,11
1833,1,6,7
1834,5,3,8
1835,6,5,11
1836,2,4,6
1837,3,4,7
1838,3,5,8
1839,1,4,5
1840,6,6,12
1841,1,6,7
1842,6,1,7
1843,4,3,7
1844,3,4,7
1845,1,3,4
1846,6,6,12
1847,4,5,9
1848,1,5,6
1849,3,4,7
1850,4,1,5
1851,3,4,7
1852,2,2,4
1853,1,3,4
1854,6,1,7
1855,1,3,4
1856,6,4,10
1857,2,2,4
1858,2,6,8
1859,2,5,7
1860,5,2,7
1861,1,3,4
1862,5,1,6
1863,4,5,9
1864,5,1,6
1865,3,3,6
1866,4,5,9
1867,4,1,5
1868,4,2,6
1869,6,2,8
1870,3,5,8
1871,6,3,9
1872,1,3,4
1873,1,3,4
1874,3,3,6
1875,5,4,9
1876,2,1,3
1877,6,4,10
1878,4,3,7
1879,3,1,4
1880,6,2,8
1881,1,1,2
1882,3,1,4
1883,5,6,11
1884,6,3,9
1885,4,3,7
1886,3,4,7
1887,6,2,8
1888,3,4,7
1889,5,2,7
1890,2,6,8
1891,6,4,10
1892,5,6,11
1893,5,3,8
1894,3,6,9
1895,6,3,9
1896,6,1,7
1897,5,2,7
1898,6,2,8
1899,6,3,9
1900,6,4,10
1901,6,5,11
1902,2,4,6
1903,4,2,6
1904,1,6,7
1905,3,4,7
1906,5,3,8
1907,5,1,6
1908,6,3,9
1909,5,4,9
1910,2,6,8
1911,4,3,7
1912,2,4,6
1913,4,4,8
1914,3,5,8
1915,1,4,5
1916,6,4,10
1917,4,6,10
1918,2,3,5
1919,1,5,6
1920,3,1,4
1921,2,3,5
1922,2,2,4
1923,2,5,7
1924,2,6,8
1925,1,4,5
1926,1,4,5
1927,5,6,11
1928,5,2,7
1929,2,5,7
1930,5,4,9
1931,2,6,8
1932,4,5,9
1933,4,4,8
1934,2,5,7
1935,6,3,9
1936,1,3,4
1937,2,1,3
1938,3,6,9
1939,4,5,9
1940,4,5,9
1941,6,2,8
1942,6,4,10
1943,5,2,7
1944,3,6,9
1945,5,5,10
1946,3,1,4
1947,1,4,5
1948,1,5,6
1949,1,3,4
1950,5,2,7
1951,4,6,10
1952,5,1,6
1953,1,4,5
1954,3,3,6
1955,4,5,9
1956,5,5,10
1957,1,6,7
1958,5,1,6
1959,3,3,6
1960,1,6,7
1961,1,1,2
1962,6,2,8
1963,6,3,9
1964,2,6,8
1965,4,5,9
1966,3,1,4
1967,6,5,11
1968,2,4,6
1969,4,4,8
1970,5,1,6
1971,2,2,4
1972,6,4,10
1973,2,5,7
1974,6,2,8
1975,2,2,4
1976,3,2,5
1977,3,4,7
1978,5,5,10
1979,3,4,7
1980,2,1,3
1981,4,3,7
1982,6,2,8
1983,5,4,9
1984,4,3,7
1985,4,1,5
1986,1,1,2
1987,3,4,7
1988,1,4,5
1989,6,3,9
1990,2,3,5
1991,3,4,7
1992,4,5,9
1993,3,4,7
1994,6,4,10
1995,5,2,7
1996,2,1,3
1997,4,6,10
1998,5,2,7
1999,4,3,7
2000,3,1,4
2001,5,6,11
2002,2,1,3
2003,2,5,7
2004,3,6,9
2005,6,6,12
2006,5,6,11
2007,2,2,4
2008,5,6,11
2009,1,2,3
2010,3,5,8
2011,4,5,9
2012,6,2,8
2013,6,5,11
2014,4,5,9
2015,3,6,9
2016,2,1,3
2017,4,4,8
2018,4,2,6
2019,6,2,8
2020,1,3,4
2021,4,4,8
2022,4,4,8
2023,4,1,5
2024,6,1,7
2025,3,3,6
2026,5,4,9
2027,1,5,6
2028,6,4,10
2029,4,1,5
2030,2,2,4
2031,4,6,10
2032,5,6,11
2033,6,5,11
2034,3,2,5
2035,1,5,6
2036,2,5,7
2037,1,5,6
2038,2,1,3
2039,4,6,10
2040,2,6,8
2041,5,2,7
2042,2,3,5
2043,2,2,4
2044,3,4,7
2045,3,2,5
2046,3,3,6
2047,5,2,7
2048,4,3,7
2049,3,5,8
2050,5,3,8
2051,6,3,9
2052,5,4,9
2053,1,4,5
2054,1,3,4
2055,6,1,7
2056,6,2,8
2057,5,6,11
2058,4,1,5
2059,4,4,8
2060,3,1,4
2061,1,3,4
2062,2,6,8
2063,4,5,9
2064,2,5,7
2065,6,1,7
2066,1,3,4
2067,3,4,7
2068,6,3,9
2069,4,1,5
2070,1,5,6
2071,6,5,11
2072,5,4,9
2073,6,6,12
2074,3,5,8
2075,4,5,9
2076,6,6,12
2077,2,6,8
2078,3,3,6
2079,3,1,4
2080,5,4,9
2081,1,2,3
2082,1,2,3
2083,3,6,9
2084,1,3,4
2085,2,5,7
2086,1,6,7
2087,6,2,8
2088,2,4,6
2089,2,5,7
2090,3,1,4
2091,6,6,12
2092,3,4,7
2093,6,6,12
2094,2,1,3
2095,6,5,11
2096,5,4,9
2097,5,3,8
2098,3,2,5
2099,1,4,5
2100,3,6,9
2101,5,3,8
2102,4,1,5
2103,4,4,8
2104,2,4,6
2105,6,3,9
2106,6,4,10
2107,5,2,7
2108,5,6,11
2109,4,2,6
2110,2,6,8
2111,1,2,3
2112,6,2,8
2113,5,1,6
2114,3,4,7
2115,6,2,8
2116,2,2,4
2117,5,4,9
2118,6,6,12
2119,5,3,8
2120,6,2,8
2121,5,4,9
2122,2,4,6
2123,3,4,7
2124,2,1,3
2125,1,5,6
2126,1,1,2
2127,5,4,9
2128,4,1,5
2129,5,5,10
2130,4,4,8
2131,4,1,5
2132,2,2,4
2133,4,4,8
2134,3,3,6
2135,6,6,12
2136,3,5,8
2137,4,4,8
2138,3,3,6
2139,4,4,8
2140,1,4,5
2141,5,4,9
2142,1,1,2
2143,3,3,6
2144,6,4,10
2145,5,1,6
2146,5,5,10
2147,4,2,6
2148,3,5,8
2149,2,3,5
2150,1,6,7
2151,6,4,10
2152,6,6,12
2153,4,6,10
2154,4,5,9
2155,5,4,9
2156,5,5,10
2157,3,5,8
2158,4,4,8
2159,1,1,2
2160,4,4,8
2161,4,3,7
2162,4,6,10
2163,4,4,8
2164,5,5,10
2165,1,5,6
2166,6,4,10
2167,3,5,8
2168,5,1,6
2169,1,5,6
2170,2,1,3
2171,5,3,8
2172,6,1,7
2173,4,6,10
2174,2,1,3
2175,2,2,4
2176,5,5,10
2177,5,4,9
2178,1,1,2
2179,1,6,7
2180,4,4,8
2181,4,3,7
2182,2,2,4
2183,2,6,8
2184,5,3,8
2185,6,1,7
2186,2,5,7
2187,1,6,7
2188,2,1,3
2189,3,5,8
2190,1,5,6
2191,1,3,4
2192,1,2,3
2193,5,5,10
2194,6,2,8
2195,2,5,7
2196,4,2,6
2197,1,4,5
2198,3,4,7
2199,2,2,4
2200,4,1,5
2201,3,6,9
2202,2,2,4
2203,2,4,6
2204,1,2,3
2205,5,6,11
2206,5,3,8
2207,2,1,3
2208,3,5,8
2209,5,2,7
2210,3,1,4
2211,3,2,5
2212,2,4,6
2213,5,4,9
2214,5,5,10
2215,2,5,7
2216,3,5,8
2217,6,6,12
2218,2,3,5
2219,2,5,7
2220,1,1,2
2221,3,4,7
2222,4,5,9
2223,3,6,9
2224,3,1,4
2225,4,3,7
2226,3,5,8
2227,3,2,5
2228,6,5,11
2229,1,1,2
2230,5,2,7
2231,2,2,4
2232,3,3,6
2233,6,6,12
2234,6,5,11
2235,6,2,8
2236,5,6,11
2237,4,4,8
2238,3,5,8
2239,4,2,6
2240,5,5,10
2241,1,5,6
2242,2,4,6
2243,1,2,3
2244,2,4,6
2245,1,3,4
2246,5,6,11
2247,5,1,6
2248,2,5,7
2249,4,4,8
2250,5,5,10
2251,4,4,8
2252,4,4,8
2253,2,3,5
2254,6,2,8
2255,6,1,7
2256,3,3,6
2257,6,2,8
2258,3,4,7
2259,4,6,10
2260,5,3,8
2261,2,3,5
2262,6,1,7
2263,4,4,8
2264,3,6,9
2265,1,5,6
2266,6,2,8
2267,4,6,10
2268,1,2,3
2269,2,6,8
2270,3,1,4
2271,4,1,5
2272,3,3,6
2273,2,5,7
2274,1,3,4
2275,6,2,8
2276,1,1,2
2277,4,6,10
2278,3,1,4
2279,6,1,7
2280,5,6,11
2281,5,1,6
2282,3,6,9
2283,6,3,9
2284,1,4,5
2285,4,3,7
2286,4,4,8
2287,3,2,5
2288,6,3,9
2289,3,5,8
2290,1,2,3
2291,1,2,3
2292,3,5,8
2293,1,2,3
2294,4,6,10
2295,6,4,10
2296,6,5,11
2297,6,5,11
2298,3,3,6
2299,5,6,11
2300,3,1,4
2301,5,6,11
2302,5,5,10
2303,5,5,10
2304,6,5,11
2305,5,5,10
2306,5,6,11
2307,2,1,3
2308,5,4,9
2309,1,2,3
2310,6,2,8
2311,6,3,9
2312,1,3,4
2313,5,4,9
2314,2,5,7
2315,1,5,6
2316,6,6,12
2317,1,5,6
2318,4,4,8
2319,1,5,6
2320,1,2,3
2321,6,3,9
2322,5,4,9
2323,6,6,12
2324,5,3,8
2325,2,6,8
2326,3,2,5
2327,5,5,10
2328,2,6,8
2329,2,1,3
2330,4,1,5
2331,1,2,3
2332,3,3,6
2333,5,5,10
2334,2,1,3
2335,3,5,8
2336,6,5,11
2337,3,3,6
2338,1,3,4
2339,6,6,12
2340,4,1,5
2341,4,5,9
2342,5,2,7
2343,2,4,6
2344,1,3,4
2345,1,6,7
2346,6,4,10
2347,1,2,3
2348,4,5,9
2349,5,1,6
2350,1,1,2
2351,2,6,8
2352,1,3,4
2353,4,5,9
2354,2,6,8
2355,3,5,8
2356,1,5,6
2357,2,2,4
2358,4,2,6
2359,1,2,3
2360,3,2,5
2361,5,2,7
2362,2,3,5
2363,5,3,8
2364,5,6,11
2365,1,1,2
2366,3,2,5
2367,4,2,6
2368,3,2,5
2369,3,5,8
2370,6,3,9
2371,1,3,4
2372,6,4,10
2373,6,6,12
2374,4,2,6
2375,5,5,10
2376,2,3,5
2377,1,3,4
2378,4,1,5
2379,5,1,6
2380,3,1,4
2381,5,6,11
2382,3,5,8
2383,6,3,9
2384,4,1,5
2385,5,2,7
2386,4,4,8
2387,1,3,4
2388,6,4,10
2389,4,2,6
2390,4,6,10
2391,4,3,7
2392,5,6,11
2393,5,3,8
2394,3,1,4
2395,5,6,11
2396,3,4,7
2397,2,1,3
2398,4,6,10
2399,5,1,6
2400,5,2,7
2401,2,5,7
2402,5,5,10
2403,5,3,8
2404,3,3,6
2405,6,1,7
2406,1,1,2
2407,5,5,10
2408,1,4,5
2409,5,4,9
2410,3,1,4
2411,6,5,11
2412,6,4,10
2413,5,6,11
2414,1,4,5
2415,6,1,7
2416,4,5,9
2417,1,5,6
2418,5,4,9
2419,6,4,10
2420,6,6,12
2421,1,5,6
2422,6,2,8
2423,2,4,6
2424,3,3,6
2425,5,6,11
2426,6,5,11
2427,1,1,2
2428,2,6,8
2429,5,1,6
2430,6,6,12
2431,4,4,8
2432,6,6,12
2433,3,5,8
2434,4,2,6
2435,3,2,5
2436,4,6,10
2437,1,3,4
2438,5,2,7
2439,5,4,9
2440,2,5,7
2441,6,5,11
2442,6,2,8
2443,4,3,7
2444,6,3,9
2445,4,2,6
2446,5,3,8
2447,2,5,7
2448,6,5,11
2449,6,1,7
2450,6,1,7
2451,2,3,5
2452,5,2,7
2453,2,1,3
2454,5,1,6
2455,6,6,12
2456,3,4,7
2457,1,1,2
2458,2,2,4
2459,4,5,9
2460,2,5,7
2461,3,4,7
2462,2,5,7
2463,2,4,6
2464,4,4,8
2465,5,2,7
2466,2,3,5
2467,2,6,8
2468,6,5,11
2469,1,3,4
2470,2,3,5
2471,6,3,9
2472,4,5,9
2473,3,4,7
2474,1,3,4
2475,6,3,9
2476,1,4,5
2477,6,2,8
2478,3,6,9
2479,5,2,7
2480,6,2,8
2481,4,2,6
2482,1,4,5
2483,4,1,5
2484,4,5,9
2485,6,6,12
2486,2,3,5
2487,1,4,5
2488,1,6,7
2489,4,2,6
2490,2,2,4
2491,6,2,8
2492,5,1,6
2493,5,4,9
2494,3,2,5
2495,4,3,7
2496,2,4,6
2497,4,5,9
2498,6,6,12
2499,4,5,9
2500,5,4,9
2501,4,2,6
2502,6,2,8
2503,5,6,11
2504,6,6,12
2505,6,2,8
2506,1,2,3
2507,5,5,10
2508,1,6,7
2509,1,4,5
2510,2,2,4
2511,2,2,4
2512,3,1,4
2513,5,1,6
2514,6,6,12
2515,6,2,8
2516,5,4,9
2517,5,5,10
2518,1,3,4
2519,6,3,9
2520,3,2,5
2521,2,3,5
2522,1,1,2
2523,2,6,8
2524,2,1,3
2525,5,1,6
2526,4,1,5
2527,1,3,4
2528,6,1,7
2529,6,4,10
2530,5,1,6
2531,2,1,3
2532,2,1,3
2533,3,4,7
2534,1,1,2
2535,2,4,6
2536,6,1,7
2537,4,3,7
2538,4,5,9
2539,6,5,11
2540,5,1,6
2541,1,6,7
2542,1,4,5
2543,1,6,7
2544,4,4,8
2545,6,3,9
2546,5,5,10
2547,3,6,9
2548,5,5,10
2549,1,6,7
2550,1,3,4
2551,5,1,6
2552,1,6,7
2553,1,2,3
2554,2,1,3
2555,1,3,4
2556,1,5,6
2557,1,5,6
2558,5,5,10
2559,5,1,6
2560,6,1,7
2561,6,2,8
2562,5,3,8
2563,5,2,7
2564,6,5,11
2565,2,2,4
2566,5,1,6
2567,4,3,7
2568,1,2,3
2569,5,4,9
2570,6,3,9
2571,3,2,5
2572,1,1,2
2573,4,6,10
2574,6,1,7
2575,4,4,8
2576,3,6,9
2577,1,5,6
2578,4,5,9
2579,2,1,3
2580,1,6,7
2581,6,3,9
2582,2,6,8
2583,3,5,8
2584,2,3,5
2585,1,6,7
2586,5,4,9
2587,3,1,4
2588,6,6,12
2589,1,4,5
2590,4,4,8
2591,1,2,3
2592,5,3,8
2593,5,2,7
2594,4,6,10
2595,3,4,7
2596,5,5,10
2597,3,5,8
2598,2,6,8
2599,5,3,8
2600,6,2,8
2601,3,2,5
2602,5,2,7
2603,1,3,4
2604,4,4,8
2605,1,6,7
2606,6,5,11
2607,6,2,8
2608,3,3,6
2609,2,3,5
2610,3,4,7
2611,4,2,6
2612,2,2,4
2613,2,6,8
2614,1,5,6
2615,1,6,7
2616,4,1,5
2617,6,2,8
2618,4,2,6
2619,5,6,11
2620,3,1,4
2621,1,5,6
2622,5,2,7
2623,2,4,6
2624,1,5,6
2625,6,1,7
2626,6,5,11
2627,6,6,12
2628,6,5,11
2629,3,1,4
2630,1,6,7
2631,3,2,5
2632,6,3,9
2633,1,3,4
2634,5,2,7
2635,2,4,6
2636,5,2,7
2637,1,2,3
2638,2,4,6
2639,4,4,8
2640,1,2,3
2641,6,5,11
2642,4,6,10
2643,2,1,3
2644,3,3,6
2645,1,3,4
2646,5,3,8
2647,1,5,6
2648,1,1,2
2649,2,4,6
2650,2,1,3
2651,6,2,8
2652,1,4,5
2653,5,1,6
2654,6,5,11
2655,6,2,8
2656,5,6,11
2657,2,5,7
2658,3,4,7
2659,2,1,3
2660,6,5,11
2661,4,5,9
2662,1,3,4
2663,5,6,11
2664,4,3,7
2665,2,4,6
2666,1,1,2
2667,6,5,11
2668,1,4,5
2669,5,1,6
2670,1,5,6
2671,4,5,9
2672,1,4,5
2673,4,2,6
2674,1,4,5
2675,1,4,5
2676,4,2,6
2677,4,4,8
2678,5,1,6
2679,1,2,3
2680,5,3,8
2681,3,5,8
2682,6,6,12
2683,3,3,6
2684,2,3,5
2685,6,3,9
2686,5,4,9
2687,4,4,8
2688,4,3,7
2689,6,2,8
2690,3,4,7
2691,3,4,7
2692,5,4,9
2693,1,1,2
2694,4,2,6
2695,2,3,5
2696,6,1,7
2697,6,5,11
2698,6,4,10
2699,2,1,3
2700,2,5,7
2701,4,5,9
2702,5,2,7
2703,1,6,7
2704,5,6,11
2705,2,5,7
2706,2,3,5
2707,2,5,7
2708,6,2,8
2709,4,6,10
2710,6,6,12
2711,3,2,5
2712,3,6,9
2713,6,3,9
2714,3,2,5
2715,2,2,4
2716,4,6,10
2717,1,3,4
2718,6,6,12
2719,4,1,5
2720,6,3,9
2721,5,2,7
2722,5,6,11
2723,3,2,5
2724,3,1,4
2725,2,5,7
2726,5,2,7
2727,3,2,5
2728,1,4,5
2729,1,1,2
2730,4,6,10
2731,4,2,6
2732,6,2,8
2733,6,1,7
2734,6,1,7
2735,1,3,4
2736,5,2,7
2737,3,4,7
2738,2,5,7
2739,6,2,8
2740,4,3,7
2741,4,1,5
2742,2,3,5
2743,3,1,4
2744,6,6,12
2745,6,3,9
2746,2,3,5
2747,2,4,6
2748,5,4,9
2749,6,5,11
2750,3,2,5
2751,6,1,7
2752,4,1,5
2753,5,3,8
2754,3,2,5
2755,1,5,6
2756,6,2,8
2757,3,2,5
2758,1,4,5
2759,1,4,5
2760,4,4,8
2761,2,6,8
2762,2,6,8
2763,4,2,6
2764,4,4,8
2765,2,6,8
2766,1,5,6
2767,3,3,6
2768,6,2,8
2769,6,3,9
2770,6,3,9
2771,3,3,6
2772,4,4,8
2773,5,1,6
2774,3,4,7
2775,5,6,11
2776,3,4,7
2777,6,6,12
2778,2,6,8
2779,1,3,4
2780,6,5,11
2781,3,1,4
2782,4,5,9
2783,3,6,9
2784,1,1,2
2785,4,1,5
2786,2,3,5
2787,6,6,12
2788,2,4,6
2789,1,5,6
2790,1,4,5
2791,2,6,8
2792,5,6,11
2793,2,5,7
2794,1,1,2
2795,3,6,9
2796,3,4,7
2797,6,2,8
2798,5,5,10
2799,6,4,10
2800,5,3,8
2801,5,2,7
2802,6,4,10
2803,1,1,2
2804,1,2,3
2805,3,2,5
2806,4,6,10
2807,6,5,11
2808,6,4,10
2809,3,6,9
2810,5,4,9
2811,3,4,7
2812,2,2,4
2813,3,5,8
2814,6,2,8
2815,2,6,8
2816,4,1,5
2817,1,6,7
2818,3,3,6
2819,2,5,7
2820,6,2,8
2821,3,3,6
2822,1,1,2
2823,6,1,7
2824,2,2,4
2825,1,3,4
2826,5,2,7
2827,2,3,5
2828,4,3,7
2829,3,4,7
2830,2,1,3
2831,1,1,2
2832,6,5,11
2833,1,3,4
2834,6,6,12
2835,3,3,6
2836,1,2,3
2837,3,3,6
2838,2,5,7
2839,4,1,5
2840,6,2,8
2841,4,1,5
2842,6,6,12
2843,2,5,7
2844,4,4,8
2845,2,4,6
2846,4,4,8
2847,3,5,8
2848,3,5,8
2849,2,4,6
2850,3,4,7
2851,4,4,8
2852,4,6,10
2853,2,4,6
2854,1,4,5
2855,2,6,8
2856,4,3,7
2857,6,2,8
2858,3,3,6
2859,4,3,7
2860,4,3,7
2861,5,5,10
2862,6,4,10
2863,1,2,3
2864,2,3,5
2865,2,1,3
2866,6,1,7
2867,1,6,7
2868,6,3,9
2869,5,4,9
2870,4,4,8
2871,5,3,8
2872,4,3,7
2873,4,3,7
2874,2,2,4
2875,4,6,10
2876,1,6,7
2877,3,6,9
2878,4,2,6
2879,3,6,9
2880,2,1,3
2881,5,1,6
2882,4,1,5
2883,2,3,5
2884,3,5,8
2885,5,2,7
2886,6,5,11
2887,4,2,6
2888,5,2,7
2889,2,4,6
2890,5,5,10
2891,5,2,7
2892,4,2,6
2893,3,6,9
2894,2,2,4
2895,3,5,8
2896,2,1,3
2897,3,2,5
2898,4,3,7
2899,1,3,4
2900,1,1,2
2901,5,4,9
2902,5,4,9
2903,5,6,11
2904,3,5,8
2905,6,2,8
2906,4,3,7
2907,5,6,11
2908,1,3,4
2909,1,5,6
2910,6,5,11
2911,3,5,8
2912,3,2,5
2913,6,3,9
2914,1,3,4
2915,5,5,10
2916,1,1,2
2917,6,3,9
2918,4,6,10
2919,1,6,7
2920,3,4,7
2921,3,3,6
2922,4,5,9
2923,2,1,3
2924,4,5,9
2925,1,5,6
2926,6,4,10
2927,4,1,5
2928,3,4,7
2929,3,4,7
2930,3,2,5
2931,1,3,4
2932,4,1,5
2933,6,6,12
2934,2,1,3
2935,6,3,9
2936,2,1,3
2937,3,6,9
2938,4,5,9
2939,6,3,9
2940,1,3,4
2941,3,5,8
2942,5,3,8
2943,5,4,9
2944,4,6,10
2945,6,2,8
2946,5,4,9
2947,1,6,7
2948,4,3,7
2949,2,1,3
2950,3,6,9
2951,6,2,8
2952,6,3,9
2953,2,2,4
2954,2,1,3
2955,2,4,6
2956,5,6,11
2957,2,2,4
2958,4,1,5
2959,6,3,9
2960,4,4,8
2961,4,5,9
2962,5,3,8
2963,5,2,7
2964,1,5,6
2965,2,2,4
2966,5,1,6
2967,4,3,7
2968,1,5,6
2969,2,3,5
2970,5,3,8
2971,4,4,8
2972,3,2,5
2973,2,1,3
2974,1,1,2
2975,2,5,7
2976,6,3,9
2977,6,4,10
2978,6,5,11
2979,5,4,9
2980,1,1,2
2981,6,5,11
2982,5,5,10
2983,3,2,5
2984,2,5,7
2985,1,3,4
2986,4,4,8
2987,1,4,5
2988,2,4,6
2989,4,3,7
2990,5,1,6
2991,1,4,5
2992,1,4,5
2993,1,1,2
2994,5,5,10
2995,4,3,7
2996,6,2,8
2997,2,5,7
2998,1,3,4
2999,6,2,8
3000,5,6,11
3001,4,2,6
3002,2,1,3
3003,5,4,9
3004,5,6,11
3005,4,3,7
3006,5,5,10
3007,4,5,9
3008,4,6,10
3009,1,4,5
3010,1,5,6
3011,3,5,8
3012,6,4,10
3013,6,4,10
3014,5,4,9
3015,3,3,6
3016,2,4,6
3017,2,3,5
3018,4,1,5
3019,4,6,10
3020,4,3,7
3021,5,1,6
3022,5,5,10
3023,3,6,9
3024,5,1,6
3025,2,6,8
3026,6,1,7
3027,2,6,8
3028,2,6,8
3029,2,1,3
3030,3,5,8
3031,5,1,6
3032,3,6,9
3033,3,2,5
3034,1,5,6
3035,3,3,6
3036,5,2,7
3037,6,4,10
3038,2,4,6
3039,1,6,7
3040,5,4,9
3041,1,6,7
3042,5,6,11
3043,1,4,5
3044,5,5,10
3045,3,1,4
3046,5,4,9
3047,6,5,11
3048,1,2,3
3049,4,4,8
3050,2,1,3
3051,1,5,6
3052,1,4,5
3053,2,4,6
3054,5,1,6
3055,1,6,7
3056,4,5,9
3057,1,6,7
3058,5,1,6
3059,2,2,4
3060,2,6,8
3061,6,1,7
3062,1,4,5
3063,4,2,6
3064,6,2,8
3065,3,1,4
3066,3,1,4
3067,2,6,8
3068,6,1,7
3069,2,4,6
3070,6,1,7
3071,2,3,5
3072,1,3,4
3073,4,4,8
3074,5,6,11
3075,5,4,9
3076,5,2,7
3077,1,3,4
3078,1,1,2
3079,6,2,8
3080,6,3,9
3081,1,6,7
3082,3,3,6
3083,2,5,7
3084,1,1,2
3085,4,3,7
3086,4,4,8
3087,5,5,10
3088,4,6,10
3089,6,3,9
3090,5,5,10
3091,5,5,10
3092,3,6,9
3093,1,4,5
3094,2,1,3
3095,4,3,7
3096,1,5,6
3097,5,2,7
3098,6,4,10
3099,4,1,5
3100,6,4,10
3101,2,2,4
3102,4,5,9
3103,1,5,6
3104,2,3,5
3105,2,3,5
3106,4,1,5
3107,3,1,4
3108,2,1,3
3109,6,2,8
3110,2,4,6
3111,5,3,8
3112,1,6,7
3113,3,1,4
3114,6,5,11
3115,5,6,11
3116,2,1,3
3117,4,4,8
3118,4,5,9
3119,2,6,8
3120,2,2,4
3121,2,4,6
3122,4,2,6
3123,2,4,6
3124,6,5,11
3125,1,3,4
3126,3,4,7
3127,2,2,4
3128,4,4,8
3129,2,2,4
3130,3,1,4
3131,2,3,5
3132,2,1,3
3133,3,1,4
3134,4,6,10
3135,3,3,6
3136,3,2,5
3137,6,1,7
3138,6,3,9
3139,4,1,5
3140,4,3,7
3141,1,1,2
3142,3,2,5
3143,1,1,2
3144,3,5,8
3145,1,1,2
3146,5,5,10
3147,6,1,7
3148,5,6,11
3149,6,3,9
3150,5,2,7
3151,5,5,10
3152,5,5,10
3153,1,5,6
3154,1,5,6
3155,4,5,9
3156,5,4,9
3157,4,3,7
3158,4,5,9
3159,5,5,10
3160,1,1,2
3161,1,2,3
3162,6,6,12
3163,3,6,9
3164,4,1,5
3165,4,2,6
3166,3,5,8
3167,3,5,8
3168,1,1,2
3169,4,2,6
3170,2,3,5
3171,4,1,5
3172,2,1,3
3173,2,4,6
3174,6,2,8
3175,2,5,7
3176,2,4,6
3177,1,6,7
3178,3,2,5
3179,5,4,9
3180,3,6,9
3181,3,5,8
3182,3,1,4
3183,5,2,7
3184,1,5,6
3185,6,5,11
3186,3,4,7
3187,3,4,7
3188,3,4,7
3189,6,1,7
3190,5,1,6
3191,5,5,10
3192,4,1,5
3193,6,6,12
3194,4,5,9
3195,5,5,10
3196,6,1,7
3197,2,3,5
3198,4,2,6
3199,4,6,10
3200,1,6,7
3201,5,6,11
3202,6,3,9
3203,6,6,12
3204,2,4,6
3205,4,5,9
3206,3,1,4
3207,3,1,4
3208,4,2,6
3209,1,1,2
3210,5,4,9
3211,3,1,4
3212,4,4,8
3213,6,5,11
3214,6,1,7
3215,1,2,3
3216,5,5,10
3217,4,2,6
